hosname,hoscode,hsector,hostype,yeartransfer,region,pvcode,pvname,ampcode,ampname,tumcode,tumbonname
รพสต.บ้านแม่ซา ตำบลแม่นาจร,05835,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5003,03-แม่แจ่ม,500305,05-แม่นาจร
รพสต.บ้านแม่นาจร ตำบลแม่นาจร,05836,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5003,03-แม่แจ่ม,500305,05-แม่นาจร
รพสต.บ้านแม่แฮใต้ ตำบลปางหินฝน,05838,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5003,03-แม่แจ่ม,500307,07-ปางหินฝน
รพสต.บ้านห้วยหม้อ(สมเด็จ) ตำบลป่าเมี่ยง,05861,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5005,05-ดอยสะเก็ด,500513,13-ป่าเมี่ยง
รพสต.บ้านปางไฮ (เทพเสด็จ) ตำบลเทพเสด็จ,05863,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5005,05-ดอยสะเก็ด,500514,14-เทพเสด็จ
รพสต.บ้านออบ ตำบลเมืองก๋าย,05872,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5006,06-แม่แตง,500610,10-เมืองก๋าย
รพสต.บ้านสันต้นแหน ตำบลแม่คือ,05857,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5005,05-ดอยสะเก็ด,500509,09-แม่คือ
รพสต.บ้านแม่ก๊ะ ตำบลตลาดใหญ่,05858,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5005,05-ดอยสะเก็ด,500510,10-ตลาดใหญ่
รพสต.โนนป่าแดง  ตำบลโพนงาม,05797,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,10,49,49-มุกดาหาร,4905,05-คำชะอี,490508,08-โพนงาม
รพสต.บ้านหนองแต้  ตำบลหนองสูง,15009,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,10,49,49-มุกดาหาร,4907,07-หนองสูง,490701,01-หนองสูง
รพสต.บ้านแม่ก๊ะ ตำบลแม่แตง,05864,รพสต.อบจ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,2568,1,50,50-เชียงใหม่,5006,06-แม่แตง,500602,02-แม่แตง
รพสต.บ้านป่าลาน ตำบลสะเมิงเหนือ,05892,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5008,08-สะเมิง,500802,02-สะเมิงเหนือ
รพสต.บ้านป๊อก ตำบลสะเมิงเหนือ,05893,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5008,08-สะเมิง,500802,02-สะเมิงเหนือ
รพสต.บ้านแม่ตะมาน ตำบลกื้ดช้าง,05874,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5006,06-แม่แตง,500612,12-กื้ดช้าง
รพสต.บ้านปางกว้าง ตำบลอินทขิล,05876,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5006,06-แม่แตง,500613,13-อินทขิล
รพสต.บ้านอมลอง ตำบลแม่สาบ,05894,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5008,08-สะเมิง,500803,03-แม่สาบ
รพสต.บ้านงิ้วเฒ่า ตำบลแม่สาบ,05895,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5008,08-สะเมิง,500803,03-แม่สาบ
รพสต.บ้านยั้งเมิน ตำบลยั้งเมิน,05897,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5008,08-สะเมิง,500805,05-ยั้งเมิน
รพสต.บ้านม่อนปิ่น ตำบลม่อนปิ่น,05899,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5009,09-ฝาง,500903,03-ม่อนปิ่น
รพสต.บ้านเหมืองผ่า ตำบลริมเหนือ,05879,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,1,50,50-เชียงใหม่,5007,07-แม่ริม,500702,02-ริมเหนือ
รพสต.บ้านดอนตัน ตำบลเหมืองแก้ว,05890,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,1,50,50-เชียงใหม่,5007,07-แม่ริม,500711,11-เหมืองแก้ว
รพสต.บ้านริมใต้ ตำบลริมใต้,05877,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,1,50,50-เชียงใหม่,5007,07-แม่ริม,500701,01-ริมใต้
รพสต.บ้านสันทรายคองน้อย ตำบลเวียง,05898,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2566,1,50,50-เชียงใหม่,5009,09-ฝาง,500901,01-เวียง
รพสต.บ้านจัดสรร ตำบลบ้านหลวง,05921,รพสต.อบจ.,13-ศูนย์บริการสาธารณสุข,2567,1,50,50-เชียงใหม่,5010,10-แม่อาย,501006,06-บ้านหลวง
รพสต.บ้านป่าแขม ตำบลแม่แวน,05931,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5011,11-พร้าว,501109,09-แม่แวน
รพสต.บ้านหลวง ตำบลโหล่งขอด,05936,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5011,11-พร้าว,501111,11-โหล่งขอด
รพสต.บ้านทุ่งหลุก ตำบลท่าวังพร้าว,05939,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5012,12-สันป่าตอง,501203,03-ท่าวังพร้าว
รพสต.บ้านท่าตอน ตำบลท่าตอน,05918,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5010,10-แม่อาย,501005,05-ท่าตอน
รพสต.บ้านทรายมูล ตำบลแม่ก๊า,05942,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5012,12-สันป่าตอง,501205,05-แม่ก๊า
รพสต.บ้านกิ่วแลน้อย ตำบลบ้านแม,05944,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5012,12-สันป่าตอง,501206,06-บ้านแม
รพสต.บ้านเปียง ตำบลบ้านแม,05945,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5012,12-สันป่าตอง,501206,06-บ้านแม
รพสต.บ้านน้ำบ่อหลวง ตำบลน้ำบ่อหลวง,05950,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5012,12-สันป่าตอง,501214,14-น้ำบ่อหลวง
รพสต.บ้านหนองห้า ตำบลน้ำบ่อหลวง,05951,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5012,12-สันป่าตอง,501214,14-น้ำบ่อหลวง
รพสต.บ้านมะขามหลวง ตำบลมะขามหลวง,05940,รพสต.สธ.,18-โรงพยาบาลส่งเสริมสุขภาพตำบล,,1,50,50-เชียงใหม่,5012,12-สันป่าตอง,501204,04-มะขามหลวง
